date,contact,duration,campaign,pdays,previous,poutcome,y
2008-05-05,unknown,146,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,167,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,315,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,140,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,346,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,562,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,172,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,217,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,142,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,67,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,291,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,309,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,248,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,98,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,256,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,82,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,577,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,286,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,477,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,611,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,471,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,381,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,42,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,251,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,408,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,215,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,287,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,216,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,366,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,210,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,288,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,168,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,338,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,410,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,177,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,127,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,357,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,175,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,300,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,136,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,1419,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,125,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,213,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,27,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,238,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,124,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,18,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,730,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,746,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,121,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,247,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,40,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,181,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,79,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,206,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,389,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,127,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,702,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,151,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,117,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,232,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,408,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,179,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,39,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,282,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,714,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,50,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,181,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,142,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,227,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,119,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,361,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,73,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,67,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,350,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,332,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,611,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,113,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,132,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,58,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,151,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,89,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,152,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,611,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,110,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,463,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,562,2,-1,0,no_previous_campaign,1
2008-05-05,unknown,962,1,-1,0,no_previous_campaign,0
2008-05-05,unknown,10,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,118,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,92,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,143,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,189,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,234,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,75,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,189,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,621,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,55,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,310,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,156,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,5,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,225,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,125,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,2,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,286,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,164,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,98,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,742,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,226,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,120,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,362,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,357,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,200,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,204,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,126,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,65,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,107,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,267,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,248,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,215,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,209,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,205,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,83,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,106,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,189,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,105,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,106,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,108,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,311,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,214,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,132,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,358,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,453,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,364,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,136,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,386,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,173,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,241,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,224,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,148,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,196,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,111,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,231,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,316,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,216,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,240,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,669,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,425,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,143,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,174,5,-1,0,no_previous_campaign,0
2008-05-05,unknown,313,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,135,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,146,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,152,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,402,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,213,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,144,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,124,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,183,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,325,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,39,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,503,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,95,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,680,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,421,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,174,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,113,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,808,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,198,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,195,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,347,3,-1,0,no_previous_campaign,0
2008-05-05,unknown,208,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,404,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,396,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,216,4,-1,0,no_previous_campaign,0
2008-05-05,unknown,98,2,-1,0,no_previous_campaign,0
2008-05-05,unknown,350,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,114,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,88,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,379,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,190,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,158,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,102,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,306,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,218,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,54,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,344,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,195,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,652,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,286,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,189,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,83,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,184,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,235,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,290,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,232,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,133,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,318,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,260,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,437,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,402,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,85,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,125,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,501,4,-1,0,no_previous_campaign,0
2008-05-06,unknown,1201,1,-1,0,no_previous_campaign,1
2008-05-06,unknown,253,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,1030,1,-1,0,no_previous_campaign,1
2008-05-06,unknown,149,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,114,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,243,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,769,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,135,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,231,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,76,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,199,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,152,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,124,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,424,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,43,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,154,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,203,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,326,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,393,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,241,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,483,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,259,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,227,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,673,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,576,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,180,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,168,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,90,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,505,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,245,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,186,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,623,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,496,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,118,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,342,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,225,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,185,3,-1,0,no_previous_campaign,0
2008-05-06,unknown,196,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,276,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,76,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,87,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,195,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,744,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,765,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,262,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,119,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,198,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,150,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,241,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,181,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,196,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,149,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,246,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,112,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,309,2,-1,0,no_previous_campaign,0
2008-05-06,unknown,278,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,140,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,136,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,1623,1,-1,0,no_previous_campaign,1
2008-05-06,unknown,101,1,-1,0,no_previous_campaign,0
2008-05-06,unknown,144,1,-1,0,no_previous_campaign,0
